Country or Area,Item,Year,Series,Value
Luxembourg,Communication,1996,200,111322548
Luxembourg,Food and non-alcoholic beverages,1995,1000,776573627
Luxembourg,Food and non-alcoholic beverages,1995,300,799626663
Luxembourg,Food and non-alcoholic beverages,1995,200,789194364
Luxembourg,"Alcoholic beverages, tobacco and narcotics",1995,1000,646419598
Luxembourg,"Alcoholic beverages, tobacco and narcotics",1995,300,602046248
Luxembourg,"Alcoholic beverages, tobacco and narcotics",1995,200,602046248
Luxembourg,Clothing and footwear,1995,1000,429214141
Luxembourg,Clothing and footwear,1995,300,407322333
Luxembourg,Clothing and footwear,1995,200,395920323
Luxembourg,"Housing, water, electricity, gas and other fuels",1995,1000,1563021232
Luxembourg,"Housing, water, electricity, gas and other fuels",1995,300,1580309447
Luxembourg,"Housing, water, electricity, gas and other fuels",1995,200,1533730805
Luxembourg,Transport,1995,1000,1154796343
Luxembourg,Transport,1995,300,1100433987
Luxembourg,Transport,1995,200,1072599027
Luxembourg,Communication,1995,1000,131311937
Luxembourg,Communication,1995,300,95183609
Luxembourg,Communication,1995,200,95177084
Luxembourg,Food and non-alcoholic beverages,1994,200,768761905
Luxembourg,"Alcoholic beverages, tobacco and narcotics",1994,200,634671996
Luxembourg,Clothing and footwear,1994,200,396359388
Luxembourg,"Housing, water, electricity, gas and other fuels",1994,200,1471494418
Luxembourg,Transport,1994,200,1066531854
Luxembourg,Communication,1994,200,82888158
Luxembourg,Food and non-alcoholic beverages,1993,200,720450959
Luxembourg,"Alcoholic beverages, tobacco and narcotics",1993,200,594852766
Luxembourg,Clothing and footwear,1993,200,399354552
Luxembourg,"Housing, water, electricity, gas and other fuels",1993,200,1315956620
Luxembourg,Transport,1993,200,1029018954
Luxembourg,Communication,1993,200,72225018
Netherlands,Food and non-alcoholic beverages,2007,1000,28337000000
Netherlands,Food and non-alcoholic beverages,2007,300,28308000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2007,1000,8166000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2007,300,7530000000
Netherlands,Clothing and footwear,2007,1000,14825000000
Netherlands,Clothing and footwear,2007,300,14220000000
Netherlands,"Housing, water, electricity, gas and other fuels",2007,1000,54517000000
Netherlands,"Housing, water, electricity, gas and other fuels",2007,300,57481000000
Netherlands,Transport,2007,1000,37356000000
Netherlands,Transport,2007,300,31218000000
Netherlands,Communication,2007,1000,10898000000
Netherlands,Communication,2007,300,11748000000
Netherlands,Food and non-alcoholic beverages,2006,1000,27336000000
Netherlands,Food and non-alcoholic beverages,2006,300,27227000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2006,1000,7815000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2006,300,7212000000
Netherlands,Clothing and footwear,2006,1000,14060000000
Netherlands,Clothing and footwear,2006,300,13599000000
Netherlands,"Housing, water, electricity, gas and other fuels",2006,1000,53313000000
Netherlands,"Housing, water, electricity, gas and other fuels",2006,300,56242000000
Netherlands,Transport,2006,1000,36512000000
Netherlands,Transport,2006,300,30014000000
Netherlands,Communication,2006,1000,10952000000
Netherlands,Communication,2006,300,11634000000
Netherlands,Food and non-alcoholic beverages,2005,1000,26180000000
Netherlands,Food and non-alcoholic beverages,2005,300,25985000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2005,1000,7713000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2005,300,6992000000
Netherlands,Clothing and footwear,2005,1000,13077000000
Netherlands,Clothing and footwear,2005,300,12819000000
Netherlands,"Housing, water, electricity, gas and other fuels",2005,1000,50966000000
Netherlands,"Housing, water, electricity, gas and other fuels",2005,300,53893000000
Netherlands,Transport,2005,1000,34889000000
Netherlands,Transport,2005,300,28289000000
Netherlands,Communication,2005,1000,10914000000
Netherlands,Communication,2005,300,11366000000
Netherlands,Food and non-alcoholic beverages,2004,1000,26401000000
Netherlands,Food and non-alcoholic beverages,2004,300,26211000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2004,1000,7660000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2004,300,6965000000
Netherlands,Clothing and footwear,2004,1000,13004000000
Netherlands,Clothing and footwear,2004,300,12762000000
Netherlands,"Housing, water, electricity, gas and other fuels",2004,1000,48045000000
Netherlands,"Housing, water, electricity, gas and other fuels",2004,300,51343000000
Netherlands,Transport,2004,1000,33913000000
Netherlands,Transport,2004,300,27189000000
Netherlands,Communication,2004,1000,10737000000
Netherlands,Communication,2004,300,11009000000
Netherlands,Food and non-alcoholic beverages,2003,1000,26266000000
Netherlands,Food and non-alcoholic beverages,2003,300,26009000000
Netherlands,Food and non-alcoholic beverages,2003,200,24353000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2003,1000,7615000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2003,300,6899000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2003,200,6876000000
Netherlands,Clothing and footwear,2003,1000,12957000000
Netherlands,Clothing and footwear,2003,300,12827000000
Netherlands,Clothing and footwear,2003,200,12260000000
Netherlands,"Housing, water, electricity, gas and other fuels",2003,1000,45877000000
Netherlands,"Housing, water, electricity, gas and other fuels",2003,300,49304000000
Netherlands,"Housing, water, electricity, gas and other fuels",2003,200,46543000000
Netherlands,Transport,2003,1000,32560000000
Netherlands,Transport,2003,300,26050000000
Netherlands,Transport,2003,200,25787000000
Netherlands,Communication,2003,1000,10797000000
Netherlands,Communication,2003,300,10890000000
Netherlands,Communication,2003,200,9041000000
Netherlands,Food and non-alcoholic beverages,2002,1000,25793000000
Netherlands,Food and non-alcoholic beverages,2002,300,25547000000
Netherlands,Food and non-alcoholic beverages,2002,200,24033000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2002,1000,7468000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2002,300,6779000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2002,200,6684000000
Netherlands,Clothing and footwear,2002,1000,13422000000
Netherlands,Clothing and footwear,2002,300,13396000000
Netherlands,Clothing and footwear,2002,200,12942000000
Netherlands,"Housing, water, electricity, gas and other fuels",2002,1000,43283000000
Netherlands,"Housing, water, electricity, gas and other fuels",2002,300,46755000000
Netherlands,"Housing, water, electricity, gas and other fuels",2002,200,44514000000
Netherlands,Transport,2002,1000,32486000000
Netherlands,Transport,2002,300,25763000000
Netherlands,Transport,2002,200,25888000000
Netherlands,Communication,2002,1000,10247000000
Netherlands,Communication,2002,300,10228000000
Netherlands,Communication,2002,200,8704000000
Netherlands,Food and non-alcoholic beverages,2001,1000,24843000000
Netherlands,Food and non-alcoholic beverages,2001,300,24488000000
Netherlands,Food and non-alcoholic beverages,2001,200,23059000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2001,1000,7324000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2001,300,6609000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2001,200,6462000000
Netherlands,Clothing and footwear,2001,1000,13057000000
Netherlands,Clothing and footwear,2001,300,13150000000
Netherlands,Clothing and footwear,2001,200,12689000000
Netherlands,"Housing, water, electricity, gas and other fuels",2001,1000,41596000000
Netherlands,"Housing, water, electricity, gas and other fuels",2001,300,45187000000
Netherlands,"Housing, water, electricity, gas and other fuels",2001,200,42896000000
Netherlands,Transport,2001,1000,30959000000
Netherlands,Transport,2001,300,24134000000
Netherlands,Transport,2001,200,24474000000
Netherlands,Communication,2001,1000,9093000000
Netherlands,Communication,2001,300,9096000000
Netherlands,Communication,2001,200,7872000000
Netherlands,Food and non-alcoholic beverages,2000,1000,23325000000
Netherlands,Food and non-alcoholic beverages,2000,300,22992000000
Netherlands,Food and non-alcoholic beverages,2000,200,21638000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2000,1000,6606000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2000,300,5915000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",2000,200,6012000000
Netherlands,Clothing and footwear,2000,1000,12256000000
Netherlands,Clothing and footwear,2000,300,12493000000
Netherlands,Clothing and footwear,2000,200,12106000000
Netherlands,"Housing, water, electricity, gas and other fuels",2000,1000,38924000000
Netherlands,"Housing, water, electricity, gas and other fuels",2000,300,41962000000
Netherlands,"Housing, water, electricity, gas and other fuels",2000,200,40279000000
Netherlands,Transport,2000,1000,29717000000
Netherlands,Transport,2000,300,23675000000
Netherlands,Transport,2000,200,24357000000
Netherlands,Communication,2000,1000,7626000000
Netherlands,Communication,2000,300,7997000000
Netherlands,Communication,2000,200,6911000000
Netherlands,Food and non-alcoholic beverages,1999,1000,22568000000
Netherlands,Food and non-alcoholic beverages,1999,300,22363000000
Netherlands,Food and non-alcoholic beverages,1999,200,21110000000
Netherlands,Food and non-alcoholic beverages,1999,100,46356000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1999,1000,6381000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1999,300,5741000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1999,200,5798000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1999,100,12864000000
Netherlands,Clothing and footwear,1999,1000,11575000000
Netherlands,Clothing and footwear,1999,300,11871000000
Netherlands,Clothing and footwear,1999,200,11542000000
Netherlands,Clothing and footwear,1999,100,24719000000
Netherlands,"Housing, water, electricity, gas and other fuels",1999,1000,36835000000
Netherlands,"Housing, water, electricity, gas and other fuels",1999,300,39295000000
Netherlands,"Housing, water, electricity, gas and other fuels",1999,200,37859000000
Netherlands,"Housing, water, electricity, gas and other fuels",1999,100,83571000000
Netherlands,Transport,1999,1000,27477000000
Netherlands,Transport,1999,300,22134000000
Netherlands,Transport,1999,200,22665000000
Netherlands,Transport,1999,100,49829000000
Netherlands,Communication,1999,1000,6584000000
Netherlands,Communication,1999,300,6787000000
Netherlands,Communication,1999,200,5877000000
Netherlands,Communication,1999,100,12808000000
Netherlands,Food and non-alcoholic beverages,1998,1000,21786000000
Netherlands,Food and non-alcoholic beverages,1998,300,21661000000
Netherlands,Food and non-alcoholic beverages,1998,200,20656000000
Netherlands,Food and non-alcoholic beverages,1998,100,45520000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1998,1000,6038000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1998,300,5441000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1998,200,5552000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1998,100,12326000000
Netherlands,Clothing and footwear,1998,1000,10887000000
Netherlands,Clothing and footwear,1998,300,11235000000
Netherlands,Clothing and footwear,1998,200,10907000000
Netherlands,Clothing and footwear,1998,100,23740000000
Netherlands,"Housing, water, electricity, gas and other fuels",1998,1000,35184000000
Netherlands,"Housing, water, electricity, gas and other fuels",1998,300,37316000000
Netherlands,"Housing, water, electricity, gas and other fuels",1998,200,36119000000
Netherlands,"Housing, water, electricity, gas and other fuels",1998,100,79555000000
Netherlands,Transport,1998,1000,24461000000
Netherlands,Transport,1998,300,19963000000
Netherlands,Transport,1998,200,20577000000
Netherlands,Transport,1998,100,45475000000
Netherlands,Communication,1998,1000,5410000000
Netherlands,Communication,1998,300,5748000000
Netherlands,Communication,1998,200,5065000000
Netherlands,Communication,1998,100,11194000000
Netherlands,Food and non-alcoholic beverages,1997,1000,20792000000
Netherlands,Food and non-alcoholic beverages,1997,300,20750000000
Netherlands,Food and non-alcoholic beverages,1997,200,19999000000
Netherlands,Food and non-alcoholic beverages,1997,100,44072000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1997,1000,5944000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1997,300,5349000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1997,200,5414000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1997,100,11930000000
Netherlands,Clothing and footwear,1997,1000,9899000000
Netherlands,Clothing and footwear,1997,300,10322000000
Netherlands,Clothing and footwear,1997,200,10067000000
Netherlands,Clothing and footwear,1997,100,22188000000
Netherlands,"Housing, water, electricity, gas and other fuels",1997,1000,33567000000
Netherlands,"Housing, water, electricity, gas and other fuels",1997,300,35650000000
Netherlands,"Housing, water, electricity, gas and other fuels",1997,200,34694000000
Netherlands,"Housing, water, electricity, gas and other fuels",1997,100,76455000000
Netherlands,Transport,1997,1000,22737000000
Netherlands,Transport,1997,300,18818000000
Netherlands,Transport,1997,200,19350000000
Netherlands,Transport,1997,100,42642000000
Netherlands,Communication,1997,1000,4339000000
Netherlands,Communication,1997,300,4725000000
Netherlands,Communication,1997,200,4173000000
Netherlands,Communication,1997,100,9195000000
Netherlands,Food and non-alcoholic beverages,1996,1000,19888000000
Netherlands,Food and non-alcoholic beverages,1996,300,19828000000
Netherlands,Food and non-alcoholic beverages,1996,200,19228000000
Netherlands,Food and non-alcoholic beverages,1996,100,42374000000
Netherlands,Food and non-alcoholic beverages,1996,40,44150000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1996,1000,5615000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1996,300,5112000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1996,200,5164000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1996,100,11380000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1996,40,11370000000
Netherlands,Clothing and footwear,1996,1000,9193000000
Netherlands,Clothing and footwear,1996,300,9786000000
Netherlands,Clothing and footwear,1996,200,9635000000
Netherlands,Clothing and footwear,1996,100,21232000000
Netherlands,Clothing and footwear,1996,40,22980000000
Netherlands,"Housing, water, electricity, gas and other fuels",1996,1000,32377000000
Netherlands,"Housing, water, electricity, gas and other fuels",1996,300,34102000000
Netherlands,"Housing, water, electricity, gas and other fuels",1996,200,33375000000
Netherlands,"Housing, water, electricity, gas and other fuels",1996,100,73548000000
Netherlands,"Housing, water, electricity, gas and other fuels",1996,40,81950000000
Netherlands,Transport,1996,1000,21092000000
Netherlands,Transport,1996,300,17659000000
Netherlands,Transport,1996,200,18308000000
Netherlands,Transport,1996,100,40345000000
Netherlands,Communication,1996,1000,3771000000
Netherlands,Communication,1996,300,4068000000
Netherlands,Communication,1996,200,3636000000
Netherlands,Communication,1996,100,8016000000
Netherlands,Food and non-alcoholic beverages,1995,1000,19212000000
Netherlands,Food and non-alcoholic beverages,1995,300,19221000000
Netherlands,Food and non-alcoholic beverages,1995,200,18777000000
Netherlands,Food and non-alcoholic beverages,1995,100,41379000000
Netherlands,Food and non-alcoholic beverages,1995,40,43190000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1995,1000,5200000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1995,300,4926000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1995,200,5027000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1995,100,11078000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1995,40,10980000000
Netherlands,Clothing and footwear,1995,1000,8882000000
Netherlands,Clothing and footwear,1995,300,9527000000
Netherlands,Clothing and footwear,1995,200,9424000000
Netherlands,Clothing and footwear,1995,100,20767000000
Netherlands,Clothing and footwear,1995,40,22550000000
Netherlands,"Housing, water, electricity, gas and other fuels",1995,1000,29878000000
Netherlands,"Housing, water, electricity, gas and other fuels",1995,300,31547000000
Netherlands,"Housing, water, electricity, gas and other fuels",1995,200,30865000000
Netherlands,"Housing, water, electricity, gas and other fuels",1995,100,68017000000
Netherlands,"Housing, water, electricity, gas and other fuels",1995,40,75640000000
Netherlands,Transport,1995,1000,19987000000
Netherlands,Transport,1995,300,16911000000
Netherlands,Transport,1995,200,17642000000
Netherlands,Transport,1995,100,38877000000
Netherlands,Communication,1995,1000,3068000000
Netherlands,Communication,1995,300,3280000000
Netherlands,Communication,1995,200,2990000000
Netherlands,Communication,1995,100,6588000000
Netherlands,Food and non-alcoholic beverages,1994,300,18659000000
Netherlands,Food and non-alcoholic beverages,1994,200,18462000000
Netherlands,Food and non-alcoholic beverages,1994,40,42300000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1994,300,4845000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1994,200,4939000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1994,40,10700000000
Netherlands,Clothing and footwear,1994,300,9625000000
Netherlands,Clothing and footwear,1994,200,9562000000
Netherlands,Clothing and footwear,1994,40,22980000000
Netherlands,"Housing, water, electricity, gas and other fuels",1994,300,29371000000
Netherlands,"Housing, water, electricity, gas and other fuels",1994,200,28725000000
Netherlands,"Housing, water, electricity, gas and other fuels",1994,40,70470000000
Netherlands,Transport,1994,300,16625000000
Netherlands,Transport,1994,200,17111000000
Netherlands,Communication,1994,300,3011000000
Netherlands,Communication,1994,200,2615000000
Netherlands,Food and non-alcoholic beverages,1993,300,17887000000
Netherlands,Food and non-alcoholic beverages,1993,200,17987000000
Netherlands,Food and non-alcoholic beverages,1993,40,40660000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1993,300,4617000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1993,200,4802000000
Netherlands,"Alcoholic beverages, tobacco and narcotics",1993,40,10420000000
Netherlands,Clothing and footwear,1993,300,9631000000
Netherlands,Clothing and footwear,1993,200,9548000000
Netherlands,Clothing and footwear,1993,40,23110000000
Netherlands,"Housing, water, electricity, gas and other fuels",1993,300,26960000000
Netherlands,"Housing, water, electricity, gas and other fuels",1993,200,26465000000
Netherlands,"Housing, water, electricity, gas and other fuels",1993,40,66150000000
Netherlands,Transport,1993,300,15940000000
Netherlands,Transport,1993,200,16173000000
Netherlands,Communication,1993,300,2782000000
Netherlands,Communication,1993,200,2406000000
Portugal,Food and non-alcoholic beverages,2007,1000,18161439000
Portugal,Food and non-alcoholic beverages,2007,400,18139632000
Portugal,Food and non-alcoholic beverages,2007,300,18139632000
Portugal,"Alcoholic beverages, tobacco and narcotics",2007,1000,3591475000
Portugal,"Alcoholic beverages, tobacco and narcotics",2007,400,3423915000
Portugal,"Alcoholic beverages, tobacco and narcotics",2007,300,3423915000
Portugal,Clothing and footwear,2007,1000,7220461000
Portugal,Clothing and footwear,2007,400,6500966000
Portugal,Clothing and footwear,2007,300,6500966000
Portugal,"Housing, water, electricity, gas and other fuels",2007,1000,16693090000
Portugal,"Housing, water, electricity, gas and other fuels",2007,400,15991257000
Portugal,"Housing, water, electricity, gas and other fuels",2007,300,15991257000
Portugal,Transport,2007,1000,17199596000
Portugal,Transport,2007,400,16070837000
Portugal,Transport,2007,300,16070837000
Portugal,Communication,2007,1000,3541756000
Portugal,Communication,2007,400,3426851000
Portugal,Communication,2007,300,3426851000
Portugal,Food and non-alcoholic beverages,2006,1000,17157964000
Portugal,Food and non-alcoholic beverages,2006,400,17338461000
Portugal,Food and non-alcoholic beverages,2006,300,17338461000
Portugal,"Alcoholic beverages, tobacco and narcotics",2006,1000,3948792000
Portugal,"Alcoholic beverages, tobacco and narcotics",2006,400,3741052000
Portugal,"Alcoholic beverages, tobacco and narcotics",2006,300,3741052000
Portugal,Clothing and footwear,2006,1000,7042326000
Portugal,Clothing and footwear,2006,400,6329880000
Portugal,Clothing and footwear,2006,300,6329880000
Portugal,"Housing, water, electricity, gas and other fuels",2006,1000,15569408000
Portugal,"Housing, water, electricity, gas and other fuels",2006,400,15083651000
Portugal,"Housing, water, electricity, gas and other fuels",2006,300,15083651000
Portugal,Transport,2006,1000,16278046000
Portugal,Transport,2006,400,15235322000
Portugal,Transport,2006,300,15235322000
Portugal,Communication,2006,1000,3473287000
Portugal,Communication,2006,400,3373430000
Portugal,Communication,2006,300,3373430000
Portugal,Food and non-alcoholic beverages,2005,1000,16408195000
Portugal,Food and non-alcoholic beverages,2005,400,16529868000
Portugal,Food and non-alcoholic beverages,2005,300,16529868000
Portugal,"Alcoholic beverages, tobacco and narcotics",2005,1000,3594534000
Portugal,"Alcoholic beverages, tobacco and narcotics",2005,400,3506289000
Portugal,"Alcoholic beverages, tobacco and narcotics",2005,300,3506289000
Portugal,Clothing and footwear,2005,1000,6593041000
Portugal,Clothing and footwear,2005,400,6115706000
Portugal,Clothing and footwear,2005,300,6115706000
Portugal,"Housing, water, electricity, gas and other fuels",2005,1000,14714346000
Portugal,"Housing, water, electricity, gas and other fuels",2005,400,14531948000
Portugal,"Housing, water, electricity, gas and other fuels",2005,300,14531948000
Portugal,Transport,2005,1000,15936101000
Portugal,Transport,2005,400,14789154000
Portugal,Transport,2005,300,14789154000
Portugal,Communication,2005,1000,3336074000
Portugal,Communication,2005,400,3264825000
Portugal,Communication,2005,300,3264825000
Portugal,Food and non-alcoholic beverages,2004,1000,16311972000
Portugal,Food and non-alcoholic beverages,2004,400,16340563000
Portugal,Food and non-alcoholic beverages,2004,300,16340563000
Portugal,"Alcoholic beverages, tobacco and narcotics",2004,1000,3510985000
Portugal,"Alcoholic beverages, tobacco and narcotics",2004,400,3482902000
Portugal,"Alcoholic beverages, tobacco and narcotics",2004,300,3482902000
Portugal,Clothing and footwear,2004,1000,6402954000
Portugal,Clothing and footwear,2004,400,6043033000
Portugal,Clothing and footwear,2004,300,6043033000
Portugal,"Housing, water, electricity, gas and other fuels",2004,1000,13685071000
Portugal,"Housing, water, electricity, gas and other fuels",2004,400,13796158000
Portugal,"Housing, water, electricity, gas and other fuels",2004,300,13796158000
Portugal,Transport,2004,1000,14750144000
Portugal,Transport,2004,400,13817715000
Portugal,Transport,2004,300,13817715000
Portugal,Communication,2004,1000,3203539000
Portugal,Communication,2004,400,3187582000
Portugal,Communication,2004,300,3187582000
Portugal,Food and non-alcoholic beverages,2003,1000,15768797000
Portugal,Food and non-alcoholic beverages,2003,400,15925140000
Portugal,Food and non-alcoholic beverages,2003,300,15925140000
Portugal,Food and non-alcoholic beverages,2003,200,15481797000
Portugal,"Alcoholic beverages, tobacco and narcotics",2003,1000,3481310000
Portugal,"Alcoholic beverages, tobacco and narcotics",2003,400,3370863000
Portugal,"Alcoholic beverages, tobacco and narcotics",2003,300,3370863000
Portugal,"Alcoholic beverages, tobacco and narcotics",2003,200,3312463000
Portugal,Clothing and footwear,2003,1000,6158451000
Portugal,Clothing and footwear,2003,400,5811510000
Portugal,Clothing and footwear,2003,300,5811510000
Portugal,Clothing and footwear,2003,200,5893637000
Portugal,"Housing, water, electricity, gas and other fuels",2003,1000,12811796000
Portugal,"Housing, water, electricity, gas and other fuels",2003,400,12960397000
Portugal,"Housing, water, electricity, gas and other fuels",2003,300,12960397000
Portugal,"Housing, water, electricity, gas and other fuels",2003,200,8865811000
Portugal,Transport,2003,1000,13695454000
Portugal,Transport,2003,400,12809812000
Portugal,Transport,2003,300,12809812000
Portugal,Transport,2003,200,13484674000
Portugal,Communication,2003,1000,3001701000
Portugal,Communication,2003,400,2982527000
Portugal,Communication,2003,300,2982527000
Portugal,Communication,2003,200,2959885000
Portugal,Food and non-alcoholic beverages,2002,1000,15244911000
Portugal,Food and non-alcoholic beverages,2002,400,15311263000
Portugal,Food and non-alcoholic beverages,2002,300,15311263000
Portugal,Food and non-alcoholic beverages,2002,200,14957863000
Portugal,"Alcoholic beverages, tobacco and narcotics",2002,1000,3233727000
Portugal,"Alcoholic beverages, tobacco and narcotics",2002,400,3203148000
Portugal,"Alcoholic beverages, tobacco and narcotics",2002,300,3203148000
Portugal,"Alcoholic beverages, tobacco and narcotics",2002,200,3216290000
Portugal,Clothing and footwear,2002,1000,6122592000
Portugal,Clothing and footwear,2002,400,5817739000
Portugal,Clothing and footwear,2002,300,5817739000
Portugal,Clothing and footwear,2002,200,5707695000
Portugal,"Housing, water, electricity, gas and other fuels",2002,1000,11787326000
Portugal,"Housing, water, electricity, gas and other fuels",2002,400,12115609000
Portugal,"Housing, water, electricity, gas and other fuels",2002,300,12115609000
Portugal,"Housing, water, electricity, gas and other fuels",2002,200,8521868000
Portugal,Transport,2002,1000,13971170000
Portugal,Transport,2002,400,13222587000
Portugal,Transport,2002,300,13222587000
Portugal,Transport,2002,200,13526164000
Portugal,Communication,2002,1000,2901295000
Portugal,Communication,2002,400,2905455000
Portugal,Communication,2002,300,2905455000
Portugal,Communication,2002,200,2940715000
Portugal,Food and non-alcoholic beverages,2001,1000,14789832000
Portugal,Food and non-alcoholic beverages,2001,400,14781137000
Portugal,Food and non-alcoholic beverages,2001,300,14781137000
Portugal,Food and non-alcoholic beverages,2001,200,14472715000
Portugal,"Alcoholic beverages, tobacco and narcotics",2001,1000,3055993000
Portugal,"Alcoholic beverages, tobacco and narcotics",2001,400,3113023000
Portugal,"Alcoholic beverages, tobacco and narcotics",2001,300,3113023000
Portugal,"Alcoholic beverages, tobacco and narcotics",2001,200,3069427000
Portugal,Clothing and footwear,2001,1000,5581651000
Portugal,Clothing and footwear,2001,400,5365057000
Portugal,Clothing and footwear,2001,300,5365057000
Portugal,Clothing and footwear,2001,200,5438731000
Portugal,"Housing, water, electricity, gas and other fuels",2001,1000,10813940000
Portugal,"Housing, water, electricity, gas and other fuels",2001,400,11330617000
Portugal,"Housing, water, electricity, gas and other fuels",2001,300,11330617000
Portugal,"Housing, water, electricity, gas and other fuels",2001,200,8108984000
Portugal,Transport,2001,1000,13990525000
Portugal,Transport,2001,400,13399323000
Portugal,Transport,2001,300,13399323000
Portugal,Transport,2001,200,13204598000
Portugal,Communication,2001,1000,2624485000
Portugal,Communication,2001,400,2648374000
Portugal,Communication,2001,300,2648374000
Portugal,Communication,2001,200,2805894000
Portugal,Food and non-alcoholic beverages,2000,1000,13673385000
Portugal,Food and non-alcoholic beverages,2000,400,13648947000
Portugal,Food and non-alcoholic beverages,2000,300,13648947000
Portugal,Food and non-alcoholic beverages,2000,200,13295377000
Portugal,"Alcoholic beverages, tobacco and narcotics",2000,1000,2862299000
Portugal,"Alcoholic beverages, tobacco and narcotics",2000,400,2903571000
Portugal,"Alcoholic beverages, tobacco and narcotics",2000,300,2903571000
Portugal,"Alcoholic beverages, tobacco and narcotics",2000,200,2930480000
Portugal,Clothing and footwear,2000,1000,5382177000
Portugal,Clothing and footwear,2000,400,5175868000
Portugal,Clothing and footwear,2000,300,5175868000
Portugal,Clothing and footwear,2000,200,5339974000
Portugal,"Housing, water, electricity, gas and other fuels",2000,1000,10011991000
Portugal,"Housing, water, electricity, gas and other fuels",2000,400,10646004000
Portugal,"Housing, water, electricity, gas and other fuels",2000,300,10646004000
Portugal,"Housing, water, electricity, gas and other fuels",2000,200,7671650000
Portugal,Transport,2000,1000,14110872000
Portugal,Transport,2000,400,13489701000
Portugal,Transport,2000,300,13489701000
Portugal,Transport,2000,200,13077076000
Portugal,Communication,2000,1000,2135038000
Portugal,Communication,2000,400,2151671000
Portugal,Communication,2000,300,2151671000
Portugal,Communication,2000,200,2341112000
Portugal,Food and non-alcoholic beverages,1999,1000,13142161000
Portugal,Food and non-alcoholic beverages,1999,400,13163025000
Portugal,Food and non-alcoholic beverages,1999,300,12502000000
Portugal,Food and non-alcoholic beverages,1999,200,12697304496
Portugal,"Alcoholic beverages, tobacco and narcotics",1999,1000,2763106000
Portugal,"Alcoholic beverages, tobacco and narcotics",1999,400,2784658000
Portugal,"Alcoholic beverages, tobacco and narcotics",1999,300,2811000000
Portugal,"Alcoholic beverages, tobacco and narcotics",1999,200,2792155904
Portugal,Clothing and footwear,1999,1000,5029673000
Portugal,Clothing and footwear,1999,400,4835052000
Portugal,Clothing and footwear,1999,300,5801000000
Portugal,Clothing and footwear,1999,200,5186580341
Portugal,"Housing, water, electricity, gas and other fuels",1999,1000,9360338000
Portugal,"Housing, water, electricity, gas and other fuels",1999,400,9982995000
Portugal,"Housing, water, electricity, gas and other fuels",1999,300,9524000000
Portugal,"Housing, water, electricity, gas and other fuels",1999,200,7224035075
Portugal,Transport,1999,1000,12835023000
Portugal,Transport,1999,400,12364794000
Portugal,Transport,1999,300,11645000000
Portugal,Transport,1999,200,12385795233
Portugal,Communication,1999,1000,1867644000
Portugal,Communication,1999,400,1881087000
